StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CTC_TimeV_First Click,CTC_TimeV_Last Click,CTC_TimeV_Page Submit,CTC_TimeV_Click Count,CTC_Capt1_8,CTC_Time1_First Click,CTC_Time1_Last Click,CTC_Time1_Page Submit,CTC_Time1_Click Count,CTC_Sail_1,CTC_Time2_First Click,CTC_Time2_Last Click,CTC_Time2_Page Submit,CTC_Time2_Click Count,STC_TimeV_First Click,STC_TimeV_Last Click,STC_TimeV_Page Submit,STC_TimeV_Click Count,STC_Sail1_1,STC_Time1_First Click,STC_Time1_Last Click,STC_Time1_Page Submit,STC_Time1_Click Count,STC_Capt_1,STC_Time2_First Click,STC_Time2_Last Click,STC_Time2_Page Submit,STC_Time2_Click Count,CTP_TimeV_First Click,CTP_TimeV_Last Click,CTP_TimeV_Page Submit,CTP_TimeV_Click Count,CTP_Capt1_1,CTP_Time1_First Click,CTP_Time1_Last Click,CTP_Time1_Page Submit,CTP_Time1_Click Count,CTP_Sail_1,CTP_Time2_First Click,CTP_Time2_Last Click,CTP_Time2_Page Submit,CTP_Time2_Click Count,STP_TimeV_First Click,STP_TimeV_Last Click,STP_TimeV_Page Submit,STP_TimeV_Click Count,STP_Sail1_1,STP_Time1_First Click,STP_Time1_Last Click,STP_Time1_Page Submit,STP_Time1_Click Count,STP_Capt_1,STP_Time2_First Click,STP_Time2_Last Click,STP_Time2_Page Submit,STP_Time2_Click Count,politics,religion,gender,age,race,race_5_TEXT,income,FL_11_DO
8/29/2018 13:40,8/29/2018 13:42,IP Address,,100,121,TRUE,8/29/2018 13:42,R_2YqRMOxLyzdPPDF,,,,,40.43600464,-74.48500061,anonymous,EN,,,,,,,,,,,,,,,0,0,35.716,0,52,13.537,13.537,15.037,1,99,17.247,17.247,18.429,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,Female,27,Black,,"$25,000 - $49,999",SailorTest-Cargo
8/29/2018 13:40,8/29/2018 13:42,IP Address,,100,120,TRUE,8/29/2018 13:42,R_2zZy9kDHjviznbA,,,,,42.19619751,-75.8884964,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30.072,0,0,14.636,14.636,16.181,1,0,8.031,8.031,11.687,1,3,2,Female,65,White,,"less than $25,000",SailorTest-Passengers
8/29/2018 13:40,8/29/2018 13:42,IP Address,,100,95,TRUE,8/29/2018 13:42,R_2EFXSykI5AA54gc,,,,,34.27670288,-81.6364975,anonymous,EN,18.221,29.267,29.967,4,87,1.649,13.138,14.628,10,8,6.553,11.109,12.182,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Conservative,5,Female,25,White,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:41,8/29/2018 13:42,IP Address,,100,48,TRUE,8/29/2018 13:42,R_2yfnfYNtCsBeMbH,,,,,33.70410156,-117.6724014,anonymous,EN,0,0,10.522,0,81,1.903,4.863,5.605,2,84,3.238,3.238,3.772,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,Male,25,White,,"$100,000 - $149,999",CaptainTest-Cargo
8/29/2018 13:39,8/29/2018 13:42,IP Address,,100,151,TRUE,8/29/2018 13:42,R_ZlrBqAIg5mAfNhT,,,,,34.73710632,-82.25430298,anonymous,EN,,,,,,,,,,,,,,,63.508,63.508,117.849,1,83,2.633,4.84,5.954,8,93,2.119,5.087,5.501,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,Male,34,Asian,,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:41,8/29/2018 13:42,IP Address,,100,45,TRUE,8/29/2018 13:42,R_3CDvqgPVlMrKfPJ,,,,,38.87649536,-104.8287964,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.843,0,62,3.332,5.941,6.64,5,71,2.69,2.69,3.399,1,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,25,Asian,,"$25,000 - $49,999",CaptainTest-Passengers
8/29/2018 13:41,8/29/2018 13:42,IP Address,,100,55,TRUE,8/29/2018 13:42,R_6licZq2btL0xrgZ,,,,,47.24809265,-122.4725952,anonymous,EN,,,,,,,,,,,,,,,0,0,17.9,0,54,6.8,6.8,7.599,1,76,3.268,3.268,3.887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Not at All Religious,Female,53,White,,"more than $250,000",SailorTest-Cargo
8/29/2018 13:40,8/29/2018 13:42,IP Address,,100,127,TRUE,8/29/2018 13:42,R_3p4Rz82EHm6KzDU,,,,,39.70550537,-104.9664001,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.823,2.726,7.66,2,77,1.306,1.306,2.175,1,38,2.324,2.324,3.123,1,3,Not at All Religious,Male,28,White,,"$25,000 - $49,999",SailorTest-Passengers
8/29/2018 13:39,8/29/2018 13:42,IP Address,,100,181,TRUE,8/29/2018 13:42,R_1cZ0acCYaNmPwRb,,,,,39.48849487,-88.35959625,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.382,3.382,32.583,1,100,5.439,5.439,9.8,1,100,3.508,4.499,5.681,2,Very Conservative,Extremely Religious,Male,27,Latino/a,,"$50,000 - $74,999",SailorTest-Passengers
8/29/2018 13:38,8/29/2018 13:42,IP Address,,100,230,TRUE,8/29/2018 13:42,R_1pzN1swTXiZuaSz,,,,,39.67340088,-75.7052002,anonymous,EN,1.102,49.866,50.729,4,100,117.376,117.376,118.714,1,100,20.943,20.943,21.61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Male,30,White,,"$150,000 - $249,999",CaptainTest-Cargo
8/29/2018 13:41,8/29/2018 13:42,IP Address,,100,65,TRUE,8/29/2018 13:42,R_2Cdq68hdQIZzrRs,,,,,39.58459473,-76.39179993,anonymous,EN,0,0,27.683,0,76,5.463,5.463,7.148,1,77,2.317,2.317,3.726,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,Male,45,White,,"$75,000 - $99,999",CaptainTest-Cargo
8/29/2018 13:41,8/29/2018 13:42,IP Address,,100,78,TRUE,8/29/2018 13:42,R_b2FH8GzTYnsiBZT,,,,,33.88800049,-118.1304016,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33.9,0,81,8.25,8.25,9.413,1,81,4.827,8.427,9.241,3,,,,,,,,,,,,,,,3,3,Female,36,Asian,,"$100,000 - $149,999",CaptainTest-Passengers
8/29/2018 13:40,8/29/2018 13:42,IP Address,,100,111,TRUE,8/29/2018 13:42,R_Tw8Jqmv5Yqba4YF,,,,,32.72079468,-97.16259766,anonymous,EN,0,0,24.883,0,100,8.606,8.606,11.717,1,100,6.693,6.693,8.369,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Not at All Religious,Male,41,White,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:40,8/29/2018 13:42,IP Address,,100,139,TRUE,8/29/2018 13:42,R_1mrBI3MeKlZNVR2,,,,,30.61579895,-87.31620026,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,31.23,0,100,50.02,52.901,54.052,2,100,28.623,28.623,29.67,1,,,,,,,,,,,,,,,Very Conservative,5,Female,45,White,,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:41,8/29/2018 13:42,IP Address,,100,97,TRUE,8/29/2018 13:42,R_1o7qYZ87YdBFQmq,,,,,44.46980286,-123.3430023,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43.223,0,51,8.216,8.216,9.304,1,34,7.128,7.128,8.323,1,2,Not at All Religious,Male,62,White,,"$25,000 - $49,999",SailorTest-Passengers
8/29/2018 13:41,8/29/2018 13:42,IP Address,,100,67,TRUE,8/29/2018 13:42,R_2fJX3ukAWtyJjJi,,,,,41.85450745,-71.43779755,anonymous,EN,,,,,,,,,,,,,,,0,0,20.6,0,66,8.495,8.495,9.573,1,62,2.127,2.127,3.002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,Male,40,White,,"$25,000 - $49,999",SailorTest-Cargo
8/29/2018 13:39,8/29/2018 13:42,IP Address,,100,183,TRUE,8/29/2018 13:42,R_3J9jri0FPVJRSuK,,,,,41.67700195,-73.86190033,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.844,40.367,41.086,2,0,40.087,46.792,55.756,2,0,9.151,9.151,13.85,1,,,,,,,,,,,,,,,4,3,Male,50,White,,"$50,000 - $74,999",CaptainTest-Passengers
8/29/2018 13:41,8/29/2018 13:42,IP Address,,100,65,TRUE,8/29/2018 13:42,R_1oGVBLBByJqLcNB,,,,,48.1625061,-122.4953995,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.356,6.356,18.336,1,25,9.3,18.332,19.575,2,29,3.825,3.825,4.895,1,,,,,,,,,,,,,,,2,2,Female,49,White,,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:40,8/29/2018 13:42,IP Address,,100,117,TRUE,8/29/2018 13:42,R_1gHF73nbTVMODzd,,,,,33.01620483,-96.53820038,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,34.281,0,25,14.333,18.819,19.786,2,18,8.972,8.972,9.601,1,,,,,,,,,,,,,,,4,4,Male,23,White,,"less than $25,000",CaptainTest-Passengers
8/29/2018 13:41,8/29/2018 13:42,IP Address,,100,113,TRUE,8/29/2018 13:42,R_3PSQSn3H4KO760Z,,,,,44.78410339,-123.3376999,anonymous,EN,,,,,,,,,,,,,,,1.21,1.21,34.66,1,90,4.098,4.098,10.589,1,89,2.361,2.361,3.016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Not at All Religious,Male,31,White,,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:42,8/29/2018 13:42,IP Address,,100,46,TRUE,8/29/2018 13:42,R_1C7J8zHl4Znzqbu,,,,,42.44880676,-94.22540283,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.303,0,13,2.736,3.543,4.733,2,14,3.085,3.085,3.965,1,4,Not at All Religious,Male,44,White,,"$25,000 - $49,999",SailorTest-Passengers
8/29/2018 13:40,8/29/2018 13:43,IP Address,,100,140,TRUE,8/29/2018 13:43,R_2EmEpem6dsrpLdF,,,,,30.42979431,-90.89990234,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47.542,0,100,7.322,7.322,8.781,1,99,14.665,14.665,15.952,1,2,2,Female,63,White,,"less than $25,000",SailorTest-Passengers
8/29/2018 13:41,8/29/2018 13:43,IP Address,,100,82,TRUE,8/29/2018 13:43,R_qRwRm4dKWaNipGh,,,,,40.04020691,-75.53320313,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.686,0,35,2.923,2.923,3.838,1,24,30.813,31.294,31.958,2,2,Not at All Religious,Female,30,White,,"$100,000 - $149,999",SailorTest-Passengers
8/29/2018 13:41,8/29/2018 13:43,IP Address,,100,92,TRUE,8/29/2018 13:43,R_DkhI4ms4bwln77X,,,,,28.53410339,-81.16470337,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30.61,0,100,22.731,22.731,23.941,1,100,3.82,3.82,5.202,1,,,,,,,,,,,,,,,3,5,Male,64,White,,"$50,000 - $74,999",CaptainTest-Passengers
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,64,TRUE,8/29/2018 13:43,R_3kc6jJGzQIeczD3,,,,,30.46209717,-87.2173996,anonymous,EN,0,0,40.423,0,71,5.771,5.771,6.32,1,71,1.835,2.532,3.153,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,33,White,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:41,8/29/2018 13:43,IP Address,,100,77,TRUE,8/29/2018 13:43,R_3mg8Nr84jEI7nPw,,,,,40.10180664,-83.07299805,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25.721,0,66,4.79,4.99,6.269,2,65,4.465,4.465,5.214,1,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Male,26,White,,"$25,000 - $49,999",CaptainTest-Passengers
8/29/2018 13:41,8/29/2018 13:43,IP Address,,100,110,TRUE,8/29/2018 13:43,R_2YwVvt9GMKUgdsA,,,,,43.22450256,-79.69879913,anonymous,EN,,,,,,,,,,,,,,,0,0,46.357,0,100,11.877,11.877,16.562,1,100,7.62,7.62,8.753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,Male,40,White,,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,60,TRUE,8/29/2018 13:43,R_1Q6GukF2gBCW7AN,,,,,33.87669373,-84.33409882,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.847,0,23,4.754,4.754,5.367,1,16,34.641,34.641,35.379,1,,,,,,,,,,,,,,,5,4,Male,29,White,,"$50,000 - $74,999",CaptainTest-Passengers
8/29/2018 13:41,8/29/2018 13:43,IP Address,,100,92,TRUE,8/29/2018 13:43,R_2EhMLoBb12y5mbE,,,,,39.9631958,-76.72769928,anonymous,EN,,,,,,,,,,,,,,,0,0,51.196,0,93,7.354,7.354,8.279,1,91,3.855,3.855,4.878,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,Female,50,"Other, please specify:",mixed,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:41,8/29/2018 13:43,IP Address,,100,106,TRUE,8/29/2018 13:43,R_3oNpL0BmFzddjXe,,,,,29.27589417,-94.83110046,anonymous,EN,0,0,21.636,0,82,3.798,13.771,15.492,4,81,5.888,5.888,7.372,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Not at All Religious,Female,35,White,,"$50,000 - $74,999",CaptainTest-Cargo
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,37,TRUE,8/29/2018 13:43,R_30bFD8eYI7aNVEV,,,,,47.10769653,-123.0603943,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.47,0,23,3.099,3.099,4.614,1,18,4.144,4.144,5.115,1,,,,,,,,,,,,,,,3,4,Male,23,White,,"$25,000 - $49,999",CaptainTest-Passengers
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,38,TRUE,8/29/2018 13:43,R_2wof34bxqY75V8L,,,,,42.73399353,-87.82109833,anonymous,EN,,,,,,,,,,,,,,,0,0,17.046,0,100,2.97,2.97,3.516,1,100,2.044,2.044,2.691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Not at All Religious,Male,35,White,,"$75,000 - $99,999",SailorTest-Cargo
8/29/2018 13:37,8/29/2018 13:43,IP Address,,100,375,TRUE,8/29/2018 13:43,R_3MyQDYolR8c7sLk,,,,,39.02400208,-84.56240082,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.542,95.542,149.135,1,20,10.767,16.638,140.619,2,20,8.824,8.824,20.099,1,,,,,,,,,,,,,,,5,Not at All Religious,Female,45,White,,"$25,000 - $49,999",CaptainTest-Passengers
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,48,TRUE,8/29/2018 13:43,R_1GJhBPZOTIqn1TZ,,,,,41.39280701,-81.73470306,anonymous,EN,0,0,13.069,0,0,3.646,3.646,4.472,1,21,7.027,7.027,7.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,Female,36,White,,"$50,000 - $74,999",CaptainTest-Cargo
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,65,TRUE,8/29/2018 13:43,R_cZqyqJpUq37R6yB,,,,,47.12780762,-122.2534027,anonymous,EN,,,,,,,,,,,,,,,13.042,13.042,24.234,1,73,12.84,14.986,15.88,2,70,3.942,5.644,6.232,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Not at All Religious,Female,33,White,,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,43,TRUE,8/29/2018 13:43,R_1Ol75kWND4NL9pw,,,,,33.11219788,-96.69380188,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.321,2.321,5.376,1,100,21.264,22.464,22.756,3,100,1.886,2.474,3.122,2,,,,,,,,,,,,,,,2,Not at All Religious,Male,25,White,,"$75,000 - $99,999",CaptainTest-Passengers
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,50,TRUE,8/29/2018 13:43,R_3kHfBDQKwdokIX5,,,,,42.11120605,-70.71269989,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.038,0,0,3.356,4.286,5.955,2,9,3.455,3.455,4.422,1,Very Liberal,Not at All Religious,Female,18,White,,"less than $25,000",SailorTest-Passengers
8/29/2018 13:41,8/29/2018 13:43,IP Address,,100,160,TRUE,8/29/2018 13:43,R_eJ5G3poCcmndVpD,,,,,28.57919312,-81.39430237,anonymous,EN,0,0,33.862,0,76,5.702,5.702,7.137,1,77,69.438,69.438,70.403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,Female,45,White,,"less than $25,000",CaptainTest-Cargo
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,60,TRUE,8/29/2018 13:43,R_3JEgfIC9M5SVdRw,,,,,28.13600159,-82.44760132,anonymous,EN,0,0,28.801,0,0,5.514,5.514,9.271,1,0,3.034,3.034,4.105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Male,37,White,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:42,8/29/2018 13:43,IP Address,,100,75,TRUE,8/29/2018 13:43,R_yEkN5iuRbfBmBnX,,,,,38.92129517,-77.03859711,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803,13.843,21.375,5,95,9.348,9.348,13.64,1,91,3.483,3.483,4.14,1,Very Conservative,5,Male,30,White,,"$50,000 - $74,999",SailorTest-Passengers
8/29/2018 13:42,8/29/2018 13:44,IP Address,,100,64,TRUE,8/29/2018 13:44,R_2yax0UeuX7pnBRK,,,,,47.48910522,-122.290802,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.982,0,66,17.579,18.912,20.034,2,59,2.076,2.076,3.302,1,4,5,Male,32,White,,"$25,000 - $49,999",SailorTest-Passengers
8/29/2018 13:43,8/29/2018 13:44,IP Address,,100,57,TRUE,8/29/2018 13:44,R_yQudgkDMaQGaJqh,,,,,44.94929504,-93.33630371,anonymous,EN,0,0,24.422,0,19,6.741,6.741,7.996,1,19,4.047,4.047,5.144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,Female,40,White,,"$25,000 - $49,999",CaptainTest-Cargo
8/29/2018 13:43,8/29/2018 13:44,IP Address,,100,63,TRUE,8/29/2018 13:44,R_DAEHt7B96LwzQzf,,,,,44.97590637,-93.21659851,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.476,0,39,3.748,5.681,6.306,7,70,2.334,2.334,2.974,1,,,,,,,,,,,,,,,Very Liberal,4,Female,39,White,,"$50,000 - $74,999",CaptainTest-Passengers
8/29/2018 13:42,8/29/2018 13:44,IP Address,,100,82,TRUE,8/29/2018 13:44,R_21vUc1jvt8EFsOT,,,,,35.73869324,-82.05480194,anonymous,EN,,,,,,,,,,,,,,,0,0,25.6,0,100,4.784,4.784,8.894,1,100,10.238,10.238,11.498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Extremely Religious,Female,67,White,,"less than $25,000",SailorTest-Cargo
8/29/2018 13:41,8/29/2018 13:44,IP Address,,100,149,TRUE,8/29/2018 13:44,R_1hQiHLhjDPK1BXB,,,,,34.06159973,-118.0818024,anonymous,EN,53.828,61.609,63.2,2,82,5.361,37.591,39.918,2,82,3.189,3.189,4.282,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Conservative,Extremely Religious,Male,41,Latino/a,,"$50,000 - $74,999",CaptainTest-Cargo
8/29/2018 13:43,8/29/2018 13:44,IP Address,,100,49,TRUE,8/29/2018 13:44,R_rkwvihrPIAlxio1,,,,,39.15559387,-94.94730377,anonymous,EN,0,0,2.063,0,,0,0,10.419,0,51,3.66,3.66,4.664,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Female,27,White,,"less than $25,000",CaptainTest-Cargo
8/29/2018 13:43,8/29/2018 13:44,IP Address,,100,69,TRUE,8/29/2018 13:44,R_2frp656M5QNh919,,,,,29.92660522,-95.54290009,anonymous,EN,0,0,23.408,0,100,7.171,7.171,9.654,1,20,8.45,8.45,11.124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Not at All Religious,Female,35,Asian,,"$75,000 - $99,999",CaptainTest-Cargo
8/29/2018 13:43,8/29/2018 13:44,IP Address,,100,50,TRUE,8/29/2018 13:44,R_3PsNhIzAQ0J59cf,,,,,28.3578949,-82.61730194,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.395,3.678,21.432,3,80,4.325,8.91,9.379,2,81,2.07,2.07,2.7,1,,,,,,,,,,,,,,,4,Not at All Religious,Male,32,White,,"$50,000 - $74,999",CaptainTest-Passengers
8/29/2018 13:43,8/29/2018 13:44,IP Address,,100,78,TRUE,8/29/2018 13:44,R_1gp7Qtp3xiAqJRV,,,,,45.01019287,-93.34279633,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,34.454,0,29,7.326,7.326,9.169,1,39,9.314,9.314,10.188,1,,,,,,,,,,,,,,,4,3,Female,29,Latino/a,,"$75,000 - $99,999",CaptainTest-Passengers
8/29/2018 13:43,8/29/2018 13:44,IP Address,,100,64,TRUE,8/29/2018 13:44,R_3hlt8OJAEEkMRCk,,,,,35.0585022,-106.6235962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,23.569,0,71,4.983,4.983,6.517,1,97,3.629,3.629,4.92,1,3,Not at All Religious,Female,30,Latino/a,,"less than $25,000",SailorTest-Passengers
8/29/2018 13:43,8/29/2018 13:44,IP Address,,100,103,TRUE,8/29/2018 13:44,R_31Z6fHuZfOyEyza,,,,,37.645401,-84.81710052,anonymous,EN,,,,,,,,,,,,,,,13.657,37.864,39.019,2,4,15.911,25.527,26.966,4,3,4.373,4.373,6.446,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Conservative,Extremely Religious,Female,40,White,,"$50,000 - $74,999",SailorTest-Cargo
8/29/2018 13:41,8/29/2018 13:44,IP Address,,100,182,TRUE,8/29/2018 13:44,R_cM8ALpaXIoElviN,,,,,33.83099365,-118.3874969,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.959,51.027,55.226,2,96,20.291,29.036,30.01,2,97,13.488,13.488,16.344,1,2,4,Female,74,White,,"$25,000 - $49,999",SailorTest-Passengers
8/29/2018 13:44,8/29/2018 13:44,IP Address,,100,30,TRUE,8/29/2018 13:44,R_3oUeuDtVe2pxCwj,,,,,33.26370239,-96.95279694,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.085,0,100,2.999,2.999,3.605,1,100,1.385,1.385,1.817,1,,,,,,,,,,,,,,,4,4,Female,31,White,,"$50,000 - $74,999",CaptainTest-Passengers
8/29/2018 13:43,8/29/2018 13:44,IP Address,,100,74,TRUE,8/29/2018 13:44,R_6JuZuNxVR5cSN5T,,,,,10.5,-66.91670227,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.862,5.247,38.067,2,79,7.008,7.008,7.601,1,13,3.45,4.778,6.243,4,,,,,,,,,,,,,,,3,2,Male,36,Latino/a,,"$25,000 - $49,999",CaptainTest-Passengers
8/29/2018 13:43,8/29/2018 13:45,IP Address,,100,110,TRUE,8/29/2018 13:45,R_2vkq15BLlYZfIcf,,,,,25.77409363,-80.18170166,anonymous,EN,,,,,,,,,,,,,,,4.358,21.453,47.095,3,100,8.44,10.04,12.212,2,100,4.485,6.751,8.67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Not at All Religious,Female,32,Black,,"$75,000 - $99,999",SailorTest-Cargo
8/29/2018 13:43,8/29/2018 13:45,IP Address,,100,92,TRUE,8/29/2018 13:45,R_yDe0AnFQMawTTah,,,,,41.87409973,-70.75509644,anonymous,EN,0,0,35.101,0,100,7.068,7.068,7.767,1,100,3.301,5.397,6.49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Female,68,Black,,"$50,000 - $74,999",CaptainTest-Cargo
8/29/2018 13:44,8/29/2018 13:45,IP Address,,100,27,TRUE,8/29/2018 13:45,R_2e4JF2usyaXWsPI,,,,,40.65759277,-111.8840027,anonymous,EN,0,0,7.102,0,84,3.106,4.218,4.852,2,83,1.418,2.324,2.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Liberal,Not at All Religious,Male,25,White,,"less than $25,000",CaptainTest-Cargo
8/29/2018 13:44,8/29/2018 13:45,IP Address,,100,67,TRUE,8/29/2018 13:45,R_8evS1d4vnnBcMCt,,,,,37.66810608,-97.37000275,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.845,0,0,4.801,6.074,8.704,2,0,2.262,2.262,2.99,1,,,,,,,,,,,,,,,3,Not at All Religious,Male,27,White,,"$25,000 - $49,999",CaptainTest-Passengers
8/29/2018 13:43,8/29/2018 13:45,IP Address,,100,77,TRUE,8/29/2018 13:45,R_1CyChLnaw2wG0vj,,,,,34.08729553,-80.92939758,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.051,0,20,10.537,10.537,13.039,1,14,4.921,4.921,5.909,1,5,5,Male,53,White,,"$75,000 - $99,999",SailorTest-Passengers
8/29/2018 13:44,8/29/2018 13:45,IP Address,,100,53,TRUE,8/29/2018 13:45,R_3e9TCNFtVimwUKW,,,,,47.5,19.08329773,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.271,0,11,6.809,6.809,7.562,1,12,2.618,2.618,3.202,1,4,Not at All Religious,Female,28,Asian,,"less than $25,000",SailorTest-Passengers
8/29/2018 13:44,8/29/2018 13:45,IP Address,,100,38,TRUE,8/29/2018 13:45,R_7aG25scOBGibxBv,,,,,43.07330322,-76.11039734,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14.651,0,73,1.753,3.11,3.7,2,81,0.897,0.897,1.944,1,,,,,,,,,,,,,,,3,5,Female,38,White,,"$25,000 - $49,999",CaptainTest-Passengers
